"","Nazwa","dochody 2002","dochody 2003","dochody 2004","dochody 2005","dochody 2006","dochody 2007","dochody 2008","dochody 2009","dochody 2010","dochody 2011","dochody 2012","dochody 2013","dochody 2014","dochody 2015","dochody 2016","dochody 2017","dochody 2018","dochody 2019"
"152","Stoszowice (2)",423,429,493,465,664.31,956.82,935.56,741.31,1083.64,979.34,1045.62,1308.16,1361.71,1366.42,1324.24,1245.48,1366.15,1466.58
"153","Ząbkowice Śląskie (3)",646,672,832,838,901.6,1061.53,1283.6,1362.97,1269.78,1570.1,1648.95,1696.88,1847.12,1903.81,1955.52,2012.67,2107.56,2362.3
"154","Ziębice (3)",487,511,558,670,631.13,803.38,878.02,841.82,860.06,884.83,927.76,1012.24,1612.92,1305.56,1349.67,1404.77,1531.99,1770.55
"155","Złoty Stok (3)",834,643,683,783,784.04,843.68,949.21,865.3,1058.13,1413.41,1231,1428.99,1182.83,1273.27,1249.75,1183.2,1304.25,1563.78
"156","Zawidów (1)",623,582,672,743,885.99,1152.77,1360.54,1032.02,1285.92,1609.54,1146.66,1267.32,1465.3,1691.76,1764.65,1728.36,1814.14,2031.13
"157","Zgorzelec (1)",719,733,855,989,1174.38,1255.6,1463.82,1477.59,1304.12,1528.48,1750.96,1671.35,2140.69,2029.68,1883.38,2087.35,2245.88,2327.46
"158","Bogatynia (3)",2819,2823,3033,3045,3410.82,3601.66,3774,3838.81,4747.64,4535.69,4143.45,4919.57,4997.06,4879.24,4855.21,4918.26,4988.09,5421.1
"159","Pieńsk (3)",471,514,566,625,666.08,791.21,994.2,852.63,874.41,1000.6,1341.95,1543.18,1791.1,1396.67,1467.72,1574.82,1773.26,1945.27
"160","Sulików (2)",710,737,845,849,1037.41,1375.79,1878.29,1392.52,1388.74,1541.15,1643.39,1955.69,2207.91,2266.5,2272.61,2186.43,2590.08,2519.84
"161","Węgliniec (3)",473,483,654,621,763.61,834.78,965.77,858.64,896.73,975.03,1060.65,1200.5,1366.78,1667.4,1553.19,1575.16,1892.48,1958.3
"162","Zgorzelec (2)",853,892,919,1120,1506.13,1331.31,1467.65,1573.18,1804.06,1933.92,2112.3,2182.17,3049.25,2876.63,2958.93,3145.77,2812.62,3070.41
"163","Wojcieszów (1)",585,523,560,620,751.99,744.74,1283.58,1052.1,1119.5,1245.48,1465.58,1803.99,2142,1870.04,1802.61,1915.52,2141.11,2128.78
"164","Złotoryja (1)",671,682,839,961,1060.61,1396.73,1513.73,1564.02,1481.54,1627.25,1636.98,1778.72,1914.53,1996.65,2042.06,2310.34,2369.12,2497.64
"165","Pielgrzymka (2)",437,397,461,465,567.74,639.35,827.09,714.91,931.54,923.69,1178.83,1577.94,1760.01,1532.86,1484.06,1458.34,1653.94,1669.26
"166","Świerzawa (3)",512,573,615,682,771.49,768.61,965.45,1469.21,836.56,871.27,943.7,1160.86,1472.58,1398.41,1318.55,1368.06,1761.35,1606.62
"167","Zagrodno (2)",453,609,653,673,540.54,1072.01,1278.34,911.19,803.41,1034.42,1474.44,2079.08,1751.78,1882.05,1942.92,2168.47,2051.06,2079.78
"168","Złotoryja (2)",885,806,929,932,933.38,1114.46,1286.68,1292.88,1320.2,1440.06,1447.66,1611.79,1724.29,1812.36,2061.05,1832.54,2010.35,2401.63
"169","Jelenia Góra (1)",920,882,1162,1343,1406.54,1675.73,2078.87,1780.93,1858.65,1879.71,2305.68,2337.82,2475.39,2332.58,2537.73,2647.15,2764.55,2954.33
"170","Legnica (1)",928,929,1147,1338,1443.9,1712.29,1810.83,1776.32,1733.14,1928,2047.52,2219.07,2337.22,2554.52,2476.86,2717.02,2912.3,3262.55
"172","Wrocław (1)",1430,1543,1963,2562,2965.59,3143.35,3252.26,3297.99,3711.34,4117.6,4057.71,4214.63,4164.3,4252.24,4458.52,4652.24,4966.37,5226.33
"174","Aleksandrów Kujawski (1)",588,560,591,692,778.39,831.58,994.39,854.63,859.38,985.41,1057.75,1162.31,1196.98,1399.79,1299.52,1372.33,1488.46,1873.59
"175","Ciechocinek (1)",1172,1130,1246,1447,1464.39,1699.95,1797.64,2038.19,2530.47,2532.66,2214.15,2513.8,2774.39,2910.65,2593.79,3025.01,3074.98,3045
"176","Nieszawa (1)",442,493,689,738,711.29,851.95,1092.83,1273.18,1598.95,880.65,940.67,1133.22,1157.56,1518.86,1875.75,3342.11,2245.18,2083.86
"177","Aleksandrów Kujawski (2)",363,375,418,482,463.81,542.03,614.74,640.8,1076.58,986.69,1410.52,1453.03,1132.01,1007.99,1079.7,1144.33,1301.8,1475.29
"178","Bądkowo (2)",666,631,660,688,764.11,791.94,865.18,891.86,967.88,948.58,1070.44,1112.99,1262.45,1739.93,1407.67,1513.3,1539.66,1703.17
"179","Koneck (2)",324,316,379,421,394.57,477.5,803.19,631.99,607.92,634.7,1027.66,949.3,974.17,1063.08,1056.97,1181.15,1252.48,2080.23
"180","Raciążek (2)",367,312,397,407,468.65,502.7,573.49,569.93,1756.12,1203.19,860.89,1148.92,1276.48,1507.44,1530.98,1501.1,1818.56,1537.71
"181","Waganiec (2)",495,542,593,605,655.23,786.73,915.96,893.61,1341.77,1137.75,1671.98,1236.05,1379.68,1749.95,1401.06,1588.01,1514.85,1736.73
"182","Zakrzewo (2)",1177,1059,1137,1132,1146.77,1247.09,1436.49,1361.94,1445.78,1644.84,2069.06,1889.66,1854.51,1935.05,1993.25,2111.43,2155.08,2125.44
"183","Brodnica (1)",712,755,934,1043,1187.98,1276.81,1374.49,2058.81,1904.71,1603.51,1772.19,1751.12,1896.55,2189.31,1965.32,1991.98,2382.04,2424.73
"184","Bobrowo (2)",396,482,513,608,589.8,587.23,762.42,854.72,897.65,941.27,821.37,996.12,1263.33,1053.48,1122.89,1162.64,1562.12,1538.19
"185","Brodnica (2)",501,452,533,589,784.11,916.96,925.02,925.07,1034.65,1000.21,1068.3,1266.46,1379.8,1504.06,1629.3,1783.31,1903.22,2215.18
"186","Brzozie (2)",647,318,357,501,472.08,636.77,883.09,673.21,798.02,1337.6,1289.12,1101.48,1054.24,994.78,1147.46,1715.73,1282.8,1448.09
"187","Górzno (3)",417,425,479,509,613.31,618.14,805.65,919.64,912.29,757.19,1130.13,971.41,1303.64,1590.33,1206.89,1262.09,1443.66,1717.45
"188","Bartniczka (2)",364,376,410,534,497.22,582.5,667.73,644.26,821.45,779.26,845.48,1041.99,1107.98,1261.74,1284.44,1595.35,1506.12,1760.22
"189","Jabłonowo Pomorskie (3)",348,391,416,539,550.45,562.12,724.1,681.83,644.79,685.64,796.85,1022.2,1153.49,1283.14,1337.45,1375.84,1522.52,1525.12
"190","Osiek (2)",286,297,344,351,370.48,454.94,581.65,476.36,663.96,627.87,863.34,876.41,1038.05,998.3,1065.51,1170.83,1298.22,1539.12
"191","Świedziebnia (2)",313,356,300,312,377.47,435.64,510.98,460,474.67,738.83,640.79,581.94,751.97,717.3,763.16,810.88,919.19,1098.57
"192","Zbiczno (2)",404,457,478,521,488.33,546.16,647.3,697.06,711.28,794.33,970.96,1017.33,1083.13,1229.48,1212.22,1531.4,1709.52,1510.62
"193","Białe Błota (2)",888,864,906,1002,1250.47,1455.31,1864.08,1780.66,1912.92,1773.85,1923.27,2097.27,2654.67,2546.41,2468.93,2629.06,2875.19,3265.55
"194","Dąbrowa Chełmińska (2)",531,553,551,776,733.42,885.89,1045.59,1182.87,1268.37,1200.11,1266.63,1311.99,1507.82,1554.95,1652.01,1730.07,2008.63,2114.16
"195","Dobrcz (2)",471,491,551,598,696.56,767.08,942.71,1011.41,981.03,1122.95,1139.42,1167.54,1277.66,1410.08,1456.08,1570.06,2179.14,2003.36
"196","Koronowo (3)",628,554,583,652,730.62,788.51,900.56,930.3,1075.42,1057.69,1215.36,1223.13,1562.82,1556.5,1678.29,1821.27,2164.91,2289.75
"197","Nowa Wieś Wielka (2)",907,895,1043,1235,1248.65,1394.93,1633.07,1625.3,1650.82,1649.49,1661.8,1788.35,1974.04,2098,2621.87,2728.67,2721.01,2787.17
"198","Osielsko (2)",1279,1232,1252,1729,1792.67,2066.25,2479.76,2526.53,2727.68,2835.77,2865.66,3178.41,3089.8,3548.03,3826.47,4299.1,4411.86,5070.45
"199","Sicienko (2)",519,564,620,619,747.19,813.14,952.97,878.9,914.71,916.4,1242.9,1407.71,1526.61,1624.16,1681.86,1851.76,2036.89,2684.69
"200","Solec Kujawski (3)",997,1022,1104,1165,1435.97,1781.22,1901.06,1788.84,1863.82,2401.76,2505.71,2870,3118.91,3442.45,3207.52,2782.93,3178.6,3187.85
"201","Chełmno (1)",581,629,723,788,916.75,962.78,1087.55,1329.21,1002.94,1201.68,1148.63,1187.67,1228.91,1357.63,1420.87,1591.89,1692.71,1861.42
"202","Chełmno (2)",453,766,496,489,577.47,619.98,676.14,644.26,776.59,660.33,819.45,771.63,839.17,888.68,1013.48,997.05,1096.53,1147.25
"203","Kijewo Królewskie (2)",691,653,723,781,754.74,885.76,858.51,788.87,940.64,890.88,1144.74,1201.66,1346.69,1401.33,1367.24,1358.03,1538.42,1686.25
"204","Lisewo (2)",522,562,584,649,656.21,702.75,815.71,813.14,856.99,1141.38,1150.99,1379.35,1252.48,1267.46,1360.53,1632.13,1704.06,1909.35
"205","Papowo Biskupie (2)",418,534,481,542,559.15,602.45,796.03,742.43,842.73,957.57,1163.22,931.2,1142.88,1396.03,1057.33,1118.11,1248.34,1387.89
"206","Stolno (2)",587,576,636,775,678.57,853.18,919.34,997.47,1083.35,991.4,1153.99,1353.72,1323.78,1473.11,1350.06,1743.49,1889.34,2194.27
"207","Unisław (2)",533,548,643,715,741.93,797.24,957.09,864.92,990.06,1051.81,984.97,1159.89,1320.77,1367.8,1211.48,1270.06,1427.01,1512.94
"208","Golub-Dobrzyń (1)",563,615,687,817,935.39,1250.46,1281.61,1294.72,1233.55,1382.5,1289.06,1314.08,1594,1681.69,1716,1760.79,1833.6,2002.43
"209","Ciechocin (2)",410,351,388,429,441.32,593.41,1179.74,911.97,744.1,801.78,945.41,1244.6,1557.44,1670.96,1367.32,1659.01,1530.33,1763.53
"210","Golub-Dobrzyń (2)",399,401,418,453,428.86,535.72,733.06,909.8,943.4,759.6,917.76,914.52,1148.87,1604.24,1180.01,1329.56,1756.94,1769.36
"211","Kowalewo Pomorskie (3)",491,473,519,577,628.42,740.4,939.52,986.9,974.99,902.35,1025.6,1168.8,1292.56,1442.72,1525.1,2121.76,1709.26,1856.24
"212","Radomin (2)",405,358,380,429,455.18,478.15,599.06,701.76,666.47,1048.31,1092.22,1203.96,1065.3,1465.83,1176.2,1217.39,1651.4,1588.57
"213","Zbójno (2)",355,361,368,385,408.16,429.1,702.72,717.17,682.93,643.59,638.23,809.24,1027.13,1032.21,1153.19,1118.85,1418.6,1425.9
"214","Grudziądz (2)",522,596,654,725,860.05,971.82,1161.69,1322.97,1316.22,1303.19,1459.77,1682.23,1921.19,2151.61,2206.59,2338.05,2414.58,2913.69
"215","Gruta (2)",562,588,633,745,603.05,695.36,788.46,852.18,996.9,792.72,863,1090.66,1436.96,1242.66,1373.44,1408.98,1518.41,1688.28
"216","Łasin (3)",513,529,587,657,793.87,729.32,986.27,932.27,891.07,927.03,1097.67,1150.48,1342.39,1433.74,1595.3,1481.79,1529.69,2170.17
"217","Radzyń Chełmiński (3)",640,627,638,743,805.16,864.35,1151.25,1017.22,1074.79,1164.12,1325.14,1442.6,1578.58,2032.77,2436.86,3409.86,2877.03,3087.89
"218","Rogóźno (2)",506,463,496,584,643.55,864.89,778,773.74,1114.72,843.42,970.98,1094.34,1207.29,1120.34,1199.53,1240.35,1343.2,1360.95
"219","Świecie nad Osą (2)",376,384,465,391,410.85,458.19,676.45,839.05,999.83,777.89,1139.72,1475.36,1604.25,1489.41,1447.17,2440.98,1863.74,1742.01
"220","Inowrocław (1)",653,736,852,913,1020.45,1222.04,1389.11,1422.9,1770.19,1930.61,1920.17,1793.79,1928.56,2348.47,2065.82,2227.2,2652.75,3179.59
"221","Dąbrowa Biskupia (2)",689,630,679,702,762.4,883.16,949.01,941.72,1283.48,1168.39,1183.66,1258.09,1441.77,1493.24,1407.55,1451.41,1676.63,1936.29
"222","Gniewkowo (3)",545,579,647,695,721.45,807.6,1006.54,1078,1134.69,1383.37,1250.06,1305.1,1408.08,1445.35,1508.9,1506.42,1616.97,1722.54
"223","Inowrocław (2)",922,1099,1209,1146,1258.16,1577.09,1684.25,1661.94,1625.6,1758.15,1968.17,1976.36,2079.15,2349.43,2485.87,2680.13,2407.28,2584.45
"224","Janikowo (3)",1041,1045,1148,1216,1308.86,1438.41,1580.76,1620.64,2306.13,1843.05,1959.01,2093.95,2283.06,2021.07,2089.49,2085.99,2418.33,2618.9
"225","Kruszwica (3)",702,709,772,764,841.41,971.26,1000.32,1156.35,1167.85,1415.4,1344.23,1499.49,1601.98,1577.26,1716.72,1632.76,1849.21,2246.66
"226","Pakość (3)",647,729,744,839,893.31,1034.74,1448.65,1295.13,1492.14,1369.78,1526.27,1631.34,1967.91,1920.66,1779.17,1799.67,1941.13,2059.58
"227","Rojewo (2)",493,526,607,639,737.85,702.89,759.34,828.59,1169.37,1110.33,1352.4,1136.51,1290.34,1349.09,1425.84,1605.09,1735.38,1843.86
"228","Złotniki Kujawskie (2)",490,498,574,570,633.93,684.54,796.62,762.36,778.32,830.76,888.62,1051.43,1083.42,1124.2,1173,1391.77,1286.17,1574.76
"229","Lipno (1)",472,454,556,599,641.72,724.41,865.44,823.18,1080.6,1038.1,1090.1,1154.24,1235.58,1327.02,1366.81,1418.34,1502.16,1664.39
"230","Bobrowniki (2)",743,654,682,700,743.81,831.51,892.21,1056.45,1229.95,1315.29,1008.56,1100.65,1306.54,1303.52,1299.46,1467.86,1671.37,1662.7
"231","Chrostkowo (2)",309,310,720,388,466.18,544.6,898.46,761.18,900.9,1150.59,1071.03,1451.47,1156.34,1249.58,1663.15,1294.31,1603.34,1646.35
"232","Dobrzyń nad Wisłą (3)",499,404,486,592,524.9,622.72,837.23,723.85,672.02,859.1,1000.24,1608.01,1613.61,1250.28,1372.91,1473.34,1486.28,1804.91
"233","Kikół (2)",317,327,389,404,542.19,620.1,591.79,576.42,746.32,639.08,842.57,830.48,916.83,1366.53,981.02,1112.94,1195.64,1397.46
"234","Lipno (2)",322,324,368,379,408.69,469.83,625.8,594.42,747.75,706.26,949.83,929.53,1013.15,1201.1,986.38,1081.08,1162.35,1558.11
"235","Skępe (3)",428,451,532,539,628.89,732.93,916.92,972.3,1208.21,1167,1064.94,1165.6,1242.72,1347.18,1381.55,1540.35,1527.05,1723.05
"236","Tłuchowo (2)",810,722,709,731,767.61,808.81,910.56,985.33,1121.27,931.17,1005.76,1105.24,1257.8,1281.74,1377.45,1345.72,1512.61,1708.39
"237","Wielgie (2)",623,543,555,565,593.59,639.6,879.69,716.83,924.21,795.05,912.53,1063.47,1128.41,1542.65,1232.18,1227.72,1249.61,1385.53
"238","Dąbrowa (2)",578,462,674,565,515.56,635.16,853.18,877.47,855.17,1045.67,1084.88,1378.98,1471.83,1331.79,1396.58,1597.17,1693.96,1858.96
"239","Jeziora Wielkie (2)",504,551,676,663,702.94,724.93,783.96,828.61,836.61,942.49,1048.11,1131.73,1316.25,1240.75,1300.63,1318.12,1414.48,1841.75
"240","Mogilno (3)",889,804,905,947,949.63,1082.89,1209.7,1138.92,1255.29,1349.9,1438.84,1449.54,1567.17,1729.62,1763.85,1882.92,1942.06,2411.22
"241","Strzelno (3)",906,681,612,631,723.25,859.32,1001.17,972.28,1039.79,1041.77,1188.74,1245.88,1442.23,1529.43,1538.28,1603.83,1715.05,1906.33
"242","Kcynia (3)",464,463,433,503,517.26,592.68,714.24,731.61,709.98,758.51,973.85,1077.56,1077.74,1200.09,1177.48,1299.83,1277.28,1460.9
"243","Mrocza (3)",300,423,357,416,460.11,489.62,681.29,674,600.71,665.64,883.49,800.47,914.15,1035.64,1017.2,1172.59,1434.98,1654.08
"244","Nakło nad Notecią (3)",580,556,656,698,810.81,966.56,1114.34,1096.82,1156.32,1289.41,1643.62,1526.85,1639.27,1573.26,1554.22,1711.52,1811.75,2041.16
"245","Sadki (2)",410,408,417,478,480.88,541.72,664.55,859.41,673.58,753.65,765.59,854.91,1017.21,1120.38,1174.19,1261.81,1279.29,1688.08
"246","Szubin (3)",447,458,525,565,603.44,737.08,917.11,941.93,866.63,914.85,972.51,1098.89,1233.23,1372.42,1446.78,1599.81,1770.09,2094.43
"247","Radziejów (1)",675,693,809,898,960.75,1184.62,1301.87,1458.69,1271.92,1384.04,1454.9,1628.79,1774.9,1830.16,2056.71,1943.34,2164.98,2347.8
"248","Bytoń (2)",351,318,412,353,387.96,440.4,586.12,484.98,481,991.8,573.78,594.33,683.85,748.03,1036.7,1151.01,1199.81,1439.89
"249","Dobre (2)",495,524,659,584,651.28,570.81,679.4,596.86,695.22,829.88,1082.65,1109.91,1095.4,1107.11,1278.79,1275.57,1430.42,1703.34
"250","Osięciny (2)",375,344,418,423,420.17,478.12,560.44,555.2,589.11,706.94,874.63,783.54,841.54,824.71,883.8,932.97,1055.15,1218.09
"251","Piotrków Kujawski (3)",367,378,439,470,504.26,556.86,658.24,708.45,754.63,746.82,817.9,981.99,1007.71,1100.12,1565.91,1539.68,1301.44,1465.57
"252","Radziejów (2)",501,530,554,605,601.47,683.95,792.15,754.22,731.81,819.22,1230.69,1316.43,1185.17,1277.37,1954.52,3051.64,2242.45,2105.75
"253","Topólka (2)",356,366,408,509,459.26,530.69,718.36,656.65,618.48,787.4,905.23,962.68,961.77,962.47,1051.04,1171.42,1161.86,1379.1
"254","Rypin (1)",540,622,755,877,927.63,1024.21,1437.87,1287.33,1318.89,1352.6,1418.4,1773.09,1778.71,1838.57,1910.46,2045.2,2311.71,2465.42
"255","Brzuze (2)",609,506,604,618,683.15,725.81,796.29,775.63,880.18,717.6,751.65,1144.09,841.16,944.94,866.86,898.42,1060.65,1119.4
"256","Rogowo (2)",493,433,425,570,452.94,499.15,688.01,864.21,840.69,723.23,1150.82,896.55,1113.38,1125.22,1139.34,1089.12,1158.35,1219.37
"257","Rypin (2)",477,493,750,564,584.93,627.08,754.21,721.69,881.2,861.08,1074.81,980.86,1197.44,1483.8,1289.47,1472.15,1523.79,1763.56
"258","Skrwilno (2)",278,288,278,715,326.55,388.6,539.66,590.19,648.53,443.93,494.38,586.31,701.26,771.7,882.22,855.41,911.5,1237.69
"259","Wąpielsk (2)",326,360,423,481,417.14,403.36,482.25,578.28,572.16,969.57,607.5,614.17,789.23,728.82,799.57,950.77,1007.25,1268.35
"260","Kamień Krajeński (3)",396,390,444,470,482.23,565.89,736.2,699.39,788.87,974.91,1036.72,1002.06,1260.15,1217.71,1302.01,1284.48,1739.94,1609.37
"261","Sępólno Krajeńskie (3)",464,458,563,572,681.13,765.52,861.48,931.15,1263.81,1310.73,1416.39,1312.89,1317.39,1861.85,1511.76,1697.36,2053.82,2189.5
"262","Sośno (2)",433,564,480,454,444.67,523.52,810.9,612.45,525.95,607.11,641.67,719.93,934.08,1042.85,891.86,1059.37,1386.35,1689
"263","Więcbork (3)",402,384,469,471,539.57,557.09,662.12,692.14,798.7,808.43,989.38,1175.25,1214.55,1238.95,1166.81,1209.05,1356.94,1469.93
"264","Bukowiec (2)",604,600,553,591,596.35,692.12,827.31,842.64,1171.06,1180.94,1400.65,1208.72,1496.48,1413.97,1336.78,1682.76,2045.73,2219.35
"265","Dragacz (2)",514,557,643,720,746.81,1554.37,1163.42,1082.98,1125.4,1010.94,896.51,1084.9,1419.35,1560.73,1520.16,1536.72,1734.81,1946.39
"266","Drzycim (2)",552,517,544,637,672.8,724.07,825.48,768.74,906.97,1363.06,1097.88,1017.15,1229.28,1378.57,1389.95,1376.85,1518.14,1639.69
"267","Jeżewo (2)",383,399,438,501,507.89,602,660.29,612.48,699.37,880.82,783.16,1067.8,959,1237.29,1087.47,1155.82,1293.78,1412.71
"268","Lniano (2)",444,449,515,514,590.74,649.21,734.1,743.18,777.58,1073.22,1190,1170.03,1541.16,1520.19,1403.28,1378.92,1411.13,1486.21
"269","Nowe (3)",456,450,515,646,606.54,851.9,796.64,752.91,779.56,842.01,839.3,1008.95,1245.66,1153.77,1135.94,1319.59,1434.38,1508.79
"270","Osie (2)",820,811,979,1006,933.1,1120.94,1222,1129.42,1273.72,1424.98,1464.25,1611.62,1655.18,1673.33,1883.61,2034.74,2467.32,2338.38
"271","Pruszcz (2)",429,400,472,514,572.1,639.88,797.03,773.14,829.65,740.27,859.45,899.02,1018.45,1092.55,1255.81,1285.21,1380.25,1596.97
"272","Świecie (3)",1122,1029,1250,1394,1452.37,1762.8,1834.21,1617.54,1808.43,1927.12,1914.95,1976.41,2332.87,2530.21,2795.82,2762.87,2947.35,3534.33
"273","Świekatowo (2)",381,374,392,423,486.36,519.73,702.15,748.26,872.53,905.34,1027.01,1409.71,1155.9,1344.87,1109.73,1346.47,1266,1903.96
"274","Warlubie (2)",360,372,407,463,469.18,514.78,611.54,683.49,614.77,957.27,1363.17,1210.58,1333,1485.97,1366.67,1430.73,1560.26,2083.29
"275","Chełmża (1)",753,739,763,793,907.01,957.48,1151.34,1084.37,1048.67,1178.33,1281.74,1512.14,1495.37,1492.62,1511.02,1664.46,1808.23,2075.83
"276","Chełmża (2)",452,473,499,529,515.15,574.19,959.32,789.91,952.3,1028.16,1013.66,1330.73,1521.88,1453.25,1308.19,1432.5,1500.82,1706.77
"277","Czernikowo (2)",353,350,341,348,407.97,431.54,564.41,572.5,568.25,585.53,619.73,963.11,820.58,858.23,954.15,1031.66,1130.49,1188.46
"278","Lubicz (2)",775,731,702,809,882.84,1003.54,1189.31,1167.17,1190.88,1240.85,1425.45,1615.68,1721.6,1771.32,1879.32,2003.79,2175.53,2454.19
"279","Łubianka (2)",471,501,496,595,587.76,693.23,783.61,685.22,1028.54,2204.25,1848.68,1448.86,1792.45,1685.13,1689.15,1695.83,2020.55,2755.26
"280","Łysomice (2)",522,546,657,694,1050.53,1288.78,1051.32,1768.59,1657.84,2118.3,2611.41,2911.76,2895.61,3000.86,2767.24,2914.91,2936.74,3152.98
"281","Obrowo (2)",377,347,395,439,503.55,735.31,906.35,917.78,855.92,961.02,998.94,1146.33,1391.73,1392.08,1489.95,1586.1,1679.12,1887.37
"282","Wielka Nieszawka (2)",991,1155,1288,7712,1890.81,1975.4,2267.19,2277.71,3811.89,3743.78,2976.14,2577.45,3080.45,3345.98,3463.01,4120.08,3981.98,3528.31
"283","Zławieś Wielka (2)",433,424,497,581,667.43,767.73,992.13,1063.43,1018.46,1104.03,1171.53,1150.24,1404.64,1922.93,1501.12,1630.44,1875.06,2064.43
"284","Cekcyn (2)",405,408,483,497,614.88,629.39,807.74,811.94,1090.13,1231.61,1525.63,1403.26,1363.57,1391.14,1231.69,1391.31,1983.88,1848.99
"285","Gostycyn (2)",381,344,426,454,453.98,535.87,971.28,613.54,797.08,966.15,957.53,853.96,1043.8,1483.38,1166.72,1332.83,1525.8,1621.6
"286","Kęsowo (2)",396,497,366,390,407.07,625.8,862.56,979.05,1287.11,1626.99,2271.62,1962.52,2267.67,1940.22,1059.34,1006.38,1057.18,1091.03
"287","Lubiewo (2)",440,504,432,503,526.39,619.6,693.44,699.98,712.64,890.19,856.41,1222.41,1125.36,1520.84,1286.62,1284.88,1829.35,1833.51
"288","Śliwice (2)",408,435,456,509,571.25,650.55,768.21,848.42,911.23,1276.25,1359.08,1264.96,1566.39,1563.92,1258.31,1237.87,2032.82,2148.76
"289","Tuchola (3)",615,599,628,734,769.99,884.78,1067.1,1017.52,1290.17,1170.47,1185.8,1217.61,1273.71,1306.28,1427.59,1591.41,1797.87,2226.24
"290","Wąbrzeźno (1)",720,720,930,934,1031.31,1106.26,1437.64,1358.87,1418.55,1437.95,1443.44,1685.5,1759.32,1840.94,1882.77,2029.06,2084.34,2418.53
"291","Dębowa Łąka (2)",449,426,492,544,503.9,537.81,663.06,890.94,1774.44,1080.47,1063.63,1014.01,1178.94,1226.36,1377.51,1398.94,1578.79,1718.77
"292","Książki (2)",615,527,596,678,722.64,798.98,985.21,903.28,853.54,923.43,1055.19,1270.53,1287.22,1243.62,1251.74,1322.51,1495.28,2464.41
"293","Płużnica (2)",718,733,688,826,770.35,809.6,1009.91,952.18,1131.03,1120.7,1280.27,1590.72,1854.61,1739.88,1883.55,1806.31,1994.44,2188
"294","Ryńsk (2)",482,452,495,547,504.82,621.18,803.9,888.51,886.43,893.67,1032.89,1062.2,1185.61,1309.57,1250.59,1272.72,1340.21,1950.93
"295","Kowal (1)",460,420,547,555,595.51,816.74,859.89,1018.74,1128.14,1298,1570.61,1336.85,1726.17,1898.81,1568.95,1826.42,1836.47,1981.51
"296","Baruchowo (2)",317,309,323,371,409.62,455.12,845.43,856.81,1008.32,739.73,1293.43,1250.39,1762.79,2004.55,1251.05,1745.71,1351.9,1862.31
"297","Boniewo (2)",380,359,374,403,421.48,470.87,694.14,730.15,934.97,847.77,921.14,803.81,1048.75,1402.18,1123.16,836.55,1052.55,1442.8
"298","Brześć Kujawski (3)",591,649,731,886,870.46,1126.58,1029.72,1175.64,1368.79,1060.33,1375.79,1278.13,1434.04,1596.19,1778.7,1915.09,2113.57,2655.12
"299","Choceń (2)",342,319,274,326,353.84,434.54,638.43,696.31,791.09,610.91,613.4,922.33,776.25,951.91,998.39,1063.94,1224.29,1399.73
"300","Chodecz (3)",491,516,544,463,532.18,576.05,683.96,683.18,765.24,867.39,799.68,908.65,987.73,1023.2,1158.02,1286.34,1550.67,1699.89
"301","Fabianki (2)",483,573,547,571,623.79,789.57,939.29,958.55,976.35,1091.77,1239.16,1195.3,1425.17,1645.59,1733.64,1807.42,2009.06,2229.15
"302","Izbica Kujawska (3)",285,297,348,368,382.54,436.57,493.3,549.24,498.22,528.15,826.11,622.43,874.48,1134.78,898.34,922.27,960.84,1176.02
"303","Kowal (2)",249,272,277,293,345.77,444.44,533.19,633.2,989.08,970.5,1084.14,906.82,880.37,1511.92,1016.3,1262.67,1262.84,1616.96
"304","Lubanie (2)",1311,1328,1127,1219,1209.66,1407.98,1486.1,1614.31,1910.42,1533.82,1719.42,1636.45,1805.04,1856.6,2026.41,1928.53,2460.67,2253.64
"305","Lubień Kujawski (3)",383,302,409,531,445.13,842.74,761.64,721.32,1091.6,767.2,1236.07,1124,1071.99,1086.83,1119.46,1739.98,1483.1,2544.51
"306","Lubraniec (3)",348,414,438,428,447.13,538.02,770.77,573.54,626.36,810.04,894.45,1158.98,1168.49,1189.1,1005.28,1096.36,1180.39,1401.94
"307","Włocławek (2)",543,532,559,622,575.89,872.78,1117.84,1007.02,1200.8,1295.05,1336.95,1310.31,1766.51,1653.47,1670.78,1800.69,1978.65,2412.46
"308","Barcin (3)",1033,864,1189,1215,1350.41,1506.43,1987.8,1719.55,2223.62,2114.41,2161.83,2229.75,2360.92,2429.15,2535.42,2586.26,2801.74,2919.49
"309","Gąsawa (2)",616,601,599,1043,714.45,914.9,914.55,1038.87,1075,1060.48,1134.13,1454.36,1380.28,1654.93,1638.64,1748.96,1891.6,2155.46
"310","Janowiec Wielkopolski (3)",433,416,445,464,496.84,553.33,672.76,620.41,698.6,686.32,1013.23,1017.66,1078.64,1200.07,1106.4,1365.44,1502.64,1685.94
"311","Łabiszyn (3)",350,333,409,450,510.31,600.2,721.19,750.28,721.2,772.32,791.45,898.7,968.3,1124.88,1216.47,1242.12,1356.79,1533.19
"312","Rogowo (2)",493,482,550,585,602.23,687.15,852.89,837.47,813.94,907.08,974.87,1141.5,1330.89,1414.04,1318.37,1457.32,1887.2,2028.34
